#               mhscp              mrec500 
                 5000      0.0022709059804 
                  600                  0.0 
                 1000        0.42859425035 
                 2800      0.0561778539832 
                 1500       0.239622417044 
                 1400       0.280979748759 
                 1250       0.393140859776 
                  550                  0.0 
                  750                  0.0 
                  200                  0.0 
                  150                  0.0 
                  900       0.429990842156 
                 2400      0.0641182698759 
                  950       0.422581987804 
                  100                  0.0 
                 1700       0.239907742737 
                 4000       0.015051045817 
                 3000       0.045867363892 
                 1450       0.257822029014 
                  650                  0.0 
                 2600      0.0597257004353 
                 2000       0.149990730114 
                  700                  0.0 
                 1600       0.239304420235 
                  850       0.425745198809 
                 2200      0.0905287944091 
                 1100       0.422288062192 
                 1800       0.223206456403 
                  250                  0.0 
                  350                  0.0 
                  400                  0.0 
                 4500     0.00774544536431 
                 1200       0.409346259721 
                  800                  0.0 
                 1350       0.319660565465 
                 3500      0.0286624892006 
                  450                  0.0 
                 1900       0.186101587815 
                 1300       0.363826066209 
                  300                  0.0 
                  500                  0.0 
                 1050        0.42640007879 
                 1150       0.415370964852 
